run_id,pair_id,problem_index,topic,method,full_run_total_tokens,full_run_wall_time_seconds,full_run_model_duration_seconds,method_total_tokens,method_duration_seconds,selected_candidate_id,selected_answer,selected_normalized_answer,selected_confidence,is_correct,selected_agent_id,selected_model,selected_stage,initial_any_correct,initial_both_wrong,post_any_correct,correct_to_wrong,wrong_to_correct,preserved_correct,candidate_oracle_possible,selection_info
qwen3_8b__llama31_8b__4,qwen3_8b__llama31_8b,4,algebra,4cand_majority,1887,29.43985891342163,17.0162999,1887,17.0162999,A0,13/15,13/15,100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,independent,False,True,False,False,False,False,False,
qwen3_8b__llama31_8b__4,qwen3_8b__llama31_8b,4,algebra,4cand_confidence,1887,29.43985891342163,17.0162999,1887,17.0162999,A0,13/15,13/15,100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,independent,False,True,False,False,False,False,False,
qwen3_8b__llama31_8b__4,qwen3_8b__llama31_8b,4,algebra,oracle_candidate,1887,29.43985891342163,17.0162999,1887,17.0162999,A0,13/15,13/15,100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,independent,False,True,False,False,False,False,False,
qwen3_8b__llama31_8b__4,qwen3_8b__llama31_8b,4,algebra,overall_reliability,1887,29.43985891342163,17.0162999,1887,17.0162999,A0,13/15,13/15,100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,independent,False,True,False,False,False,False,False,"{'mode': 'overall', 'selected_candidate_id': 'A0', 'selected_score': 0.4, 'candidate_scores': [{'candidate_id': 'A0', 'answer': '13/15', 'normalized_answer': '13/15', 'score': 0.4, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.4, 'source': 'pair_agent_stage'}}, {'candidate_id': 'A1', 'answer': '13/15', 'normalized_answer': '13/15', 'score': 0.4, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.4, 'source': 'pair_agent_stage'}}, {'candidate_id': 'B1', 'answer': '72/99', 'normalized_answer': '8/11', 'score': 0.3, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.3, 'source': 'pair_agent_stage'}}, {'candidate_id': 'B0', 'answer': '72/99', 'normalized_answer': '8/11', 'score': 0.2, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.2, 'source': 'pair_agent_stage'}}]}"
qwen3_8b__llama31_8b__4,qwen3_8b__llama31_8b,4,algebra,agent_topic_reliability,1887,29.43985891342163,17.0162999,1887,17.0162999,A0,13/15,13/15,100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,independent,False,True,False,False,False,False,False,"{'mode': 'agent_topic', 'selected_candidate_id': 'A0', 'selected_score': 0.38461538461538464, 'candidate_scores': [{'candidate_id': 'A0', 'answer': '13/15', 'normalized_answer': '13/15', 'score': 0.38461538461538464, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.38461538461538464, 'topic_correct': 1, 'topic_total': 3, 'prior': 0.4}}, {'candidate_id': 'A1', 'answer': '13/15', 'normalized_answer': '13/15', 'score': 0.38461538461538464, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.38461538461538464, 'topic_correct': 1, 'topic_total': 3, 'prior': 0.4}}, {'candidate_id': 'B1', 'answer': '72/99', 'normalized_answer': '8/11', 'score': 0.3076923076923077, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.3076923076923077, 'topic_correct': 1, 'topic_total': 3, 'prior': 0.3}}, {'candidate_id': 'B0', 'answer': '72/99', 'normalized_answer': '8/11', 'score': 0.15384615384615385, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.15384615384615385, 'topic_correct': 0, 'topic_total': 3, 'prior': 0.2}}]}"
qwen3_8b__llama31_8b__4,qwen3_8b__llama31_8b,4,algebra,pac_math_pair_topic_stage,1887,29.43985891342163,17.0162999,1887,17.0162999,A0,13/15,13/15,100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,independent,False,True,False,False,False,False,False,"{'mode': 'pair_topic_stage', 'selected_candidate_id': 'A0', 'selected_score': 0.38461538461538464, 'candidate_scores': [{'candidate_id': 'A0', 'answer': '13/15', 'normalized_answer': '13/15', 'score': 0.38461538461538464, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.38461538461538464, 'topic_correct': 1, 'topic_total': 3, 'prior': 0.4, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}, {'candidate_id': 'A1', 'answer': '13/15', 'normalized_answer': '13/15', 'score': 0.38461538461538464, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.38461538461538464, 'topic_correct': 1, 'topic_total': 3, 'prior': 0.4, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}, {'candidate_id': 'B1', 'answer': '72/99', 'normalized_answer': '8/11', 'score': 0.3076923076923077, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.3076923076923077, 'topic_correct': 1, 'topic_total': 3, 'prior': 0.3, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}, {'candidate_id': 'B0', 'answer': '72/99', 'normalized_answer': '8/11', 'score': 0.15384615384615385, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.15384615384615385, 'topic_correct': 0, 'topic_total': 3, 'prior': 0.2, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}]}"
qwen3_8b__llama31_8b__5,qwen3_8b__llama31_8b,5,algebra,single_A,1975,30.58625602722168,18.2155655,235,2.3545719,A0,x^4 - 16,x**4 - 16,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,
qwen3_8b__llama31_8b__5,qwen3_8b__llama31_8b,5,algebra,single_B,1975,30.58625602722168,18.2155655,235,3.3550221,B0,(x^3 - 8),x**3 - 8,100.0,False,qwen3_8b__llama31_8b__B,llama3.1:8b,independent,True,False,True,True,False,False,True,
qwen3_8b__llama31_8b__5,qwen3_8b__llama31_8b,5,algebra,stateless_debate,1975,30.58625602722168,18.2155655,1975,18.2155655,A1,x^4 - 16,x**4 - 16,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,post_debate,True,False,True,False,False,True,True,
qwen3_8b__llama31_8b__5,qwen3_8b__llama31_8b,5,algebra,4cand_majority,1975,30.58625602722168,18.2155655,1975,18.2155655,A0,x^4 - 16,x**4 - 16,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,
qwen3_8b__llama31_8b__5,qwen3_8b__llama31_8b,5,algebra,4cand_confidence,1975,30.58625602722168,18.2155655,1975,18.2155655,A0,x^4 - 16,x**4 - 16,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,
qwen3_8b__llama31_8b__5,qwen3_8b__llama31_8b,5,algebra,oracle_candidate,1975,30.58625602722168,18.2155655,1975,18.2155655,A0,x^4 - 16,x**4 - 16,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,
qwen3_8b__llama31_8b__5,qwen3_8b__llama31_8b,5,algebra,overall_reliability,1975,30.58625602722168,18.2155655,1975,18.2155655,A0,x^4 - 16,x**4 - 16,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,"{'mode': 'overall', 'selected_candidate_id': 'A0', 'selected_score': 0.4, 'candidate_scores': [{'candidate_id': 'A0', 'answer': 'x^4 - 16', 'normalized_answer': 'x**4 - 16', 'score': 0.4, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.4, 'source': 'pair_agent_stage'}}, {'candidate_id': 'A1', 'answer': 'x^4 - 16', 'normalized_answer': 'x**4 - 16', 'score': 0.4, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.4, 'source': 'pair_agent_stage'}}, {'candidate_id': 'B1', 'answer': 'x^4 - 16', 'normalized_answer': 'x**4 - 16', 'score': 0.3, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.3, 'source': 'pair_agent_stage'}}, {'candidate_id': 'B0', 'answer': '(x^3 - 8)', 'normalized_answer': 'x**3 - 8', 'score': 0.2, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.2, 'source': 'pair_agent_stage'}}]}"
qwen3_8b__llama31_8b__5,qwen3_8b__llama31_8b,5,algebra,agent_topic_reliability,1975,30.58625602722168,18.2155655,1975,18.2155655,A0,x^4 - 16,x**4 - 16,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,"{'mode': 'agent_topic', 'selected_candidate_id': 'A0', 'selected_score': 0.38461538461538464, 'candidate_scores': [{'candidate_id': 'A0', 'answer': 'x^4 - 16', 'normalized_answer': 'x**4 - 16', 'score': 0.38461538461538464, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.38461538461538464, 'topic_correct': 1, 'topic_total': 3, 'prior': 0.4}}, {'candidate_id': 'A1', 'answer': 'x^4 - 16', 'normalized_answer': 'x**4 - 16', 'score': 0.38461538461538464, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.38461538461538464, 'topic_correct': 1, 'topic_total': 3, 'prior': 0.4}}, {'candidate_id': 'B1', 'answer': 'x^4 - 16', 'normalized_answer': 'x**4 - 16', 'score': 0.3076923076923077, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.3076923076923077, 'topic_correct': 1, 'topic_total': 3, 'prior': 0.3}}, {'candidate_id': 'B0', 'answer': '(x^3 - 8)', 'normalized_answer': 'x**3 - 8', 'score': 0.15384615384615385, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.15384615384615385, 'topic_correct': 0, 'topic_total': 3, 'prior': 0.2}}]}"
qwen3_8b__llama31_8b__5,qwen3_8b__llama31_8b,5,algebra,pac_math_pair_topic_stage,1975,30.58625602722168,18.2155655,1975,18.2155655,A0,x^4 - 16,x**4 - 16,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,"{'mode': 'pair_topic_stage', 'selected_candidate_id': 'A0', 'selected_score': 0.38461538461538464, 'candidate_scores': [{'candidate_id': 'A0', 'answer': 'x^4 - 16', 'normalized_answer': 'x**4 - 16', 'score': 0.38461538461538464, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.38461538461538464, 'topic_correct': 1, 'topic_total': 3, 'prior': 0.4, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}, {'candidate_id': 'A1', 'answer': 'x^4 - 16', 'normalized_answer': 'x**4 - 16', 'score': 0.38461538461538464, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.38461538461538464, 'topic_correct': 1, 'topic_total': 3, 'prior': 0.4, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}, {'candidate_id': 'B1', 'answer': 'x^4 - 16', 'normalized_answer': 'x**4 - 16', 'score': 0.3076923076923077, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.3076923076923077, 'topic_correct': 1, 'topic_total': 3, 'prior': 0.3, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}, {'candidate_id': 'B0', 'answer': '(x^3 - 8)', 'normalized_answer': 'x**3 - 8', 'score': 0.15384615384615385, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.15384615384615385, 'topic_correct': 0, 'topic_total': 3, 'prior': 0.2, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}]}"
qwen3_8b__llama31_8b__6,qwen3_8b__llama31_8b,6,prealgebra,single_A,1988,29.85852861404419,17.5416442,213,1.5411355,A0,7,7,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,
qwen3_8b__llama31_8b__6,qwen3_8b__llama31_8b,6,prealgebra,single_B,1988,29.85852861404419,17.5416442,272,4.6472416,B0,9,9,100.0,False,qwen3_8b__llama31_8b__B,llama3.1:8b,independent,True,False,True,True,False,False,True,
qwen3_8b__llama31_8b__6,qwen3_8b__llama31_8b,6,prealgebra,stateless_debate,1988,29.85852861404419,17.5416442,1988,17.5416442,A1,7,7,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,post_debate,True,False,True,False,False,True,True,
qwen3_8b__llama31_8b__6,qwen3_8b__llama31_8b,6,prealgebra,4cand_majority,1988,29.85852861404419,17.5416442,1988,17.5416442,A0,7,7,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,
qwen3_8b__llama31_8b__6,qwen3_8b__llama31_8b,6,prealgebra,4cand_confidence,1988,29.85852861404419,17.5416442,1988,17.5416442,A0,7,7,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,
qwen3_8b__llama31_8b__6,qwen3_8b__llama31_8b,6,prealgebra,oracle_candidate,1988,29.85852861404419,17.5416442,1988,17.5416442,A0,7,7,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,
qwen3_8b__llama31_8b__6,qwen3_8b__llama31_8b,6,prealgebra,overall_reliability,1988,29.85852861404419,17.5416442,1988,17.5416442,A0,7,7,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,"{'mode': 'overall', 'selected_candidate_id': 'A0', 'selected_score': 0.4, 'candidate_scores': [{'candidate_id': 'A0', 'answer': '7', 'normalized_answer': '7', 'score': 0.4, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.4, 'source': 'pair_agent_stage'}}, {'candidate_id': 'A1', 'answer': '7', 'normalized_answer': '7', 'score': 0.4, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.4, 'source': 'pair_agent_stage'}}, {'candidate_id': 'B1', 'answer': '9', 'normalized_answer': '9', 'score': 0.3, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.3, 'source': 'pair_agent_stage'}}, {'candidate_id': 'B0', 'answer': '9', 'normalized_answer': '9', 'score': 0.2, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.2, 'source': 'pair_agent_stage'}}]}"
qwen3_8b__llama31_8b__6,qwen3_8b__llama31_8b,6,prealgebra,agent_topic_reliability,1988,29.85852861404419,17.5416442,1988,17.5416442,A0,7,7,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,"{'mode': 'agent_topic', 'selected_candidate_id': 'A0', 'selected_score': 0.45454545454545453, 'candidate_scores': [{'candidate_id': 'A0', 'answer': '7', 'normalized_answer': '7', 'score': 0.45454545454545453, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.45454545454545453, 'topic_correct': 1, 'topic_total': 1, 'prior': 0.4}}, {'candidate_id': 'A1', 'answer': '7', 'normalized_answer': '7', 'score': 0.45454545454545453, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.45454545454545453, 'topic_correct': 1, 'topic_total': 1, 'prior': 0.4}}, {'candidate_id': 'B1', 'answer': '9', 'normalized_answer': '9', 'score': 0.2727272727272727, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.2727272727272727, 'topic_correct': 0, 'topic_total': 1, 'prior': 0.3}}, {'candidate_id': 'B0', 'answer': '9', 'normalized_answer': '9', 'score': 0.18181818181818182, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.18181818181818182, 'topic_correct': 0, 'topic_total': 1, 'prior': 0.2}}]}"
qwen3_8b__llama31_8b__6,qwen3_8b__llama31_8b,6,prealgebra,pac_math_pair_topic_stage,1988,29.85852861404419,17.5416442,1988,17.5416442,A0,7,7,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,"{'mode': 'pair_topic_stage', 'selected_candidate_id': 'A0', 'selected_score': 0.45454545454545453, 'candidate_scores': [{'candidate_id': 'A0', 'answer': '7', 'normalized_answer': '7', 'score': 0.45454545454545453, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.45454545454545453, 'topic_correct': 1, 'topic_total': 1, 'prior': 0.4, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}, {'candidate_id': 'A1', 'answer': '7', 'normalized_answer': '7', 'score': 0.45454545454545453, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.45454545454545453, 'topic_correct': 1, 'topic_total': 1, 'prior': 0.4, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}, {'candidate_id': 'B1', 'answer': '9', 'normalized_answer': '9', 'score': 0.2727272727272727, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.2727272727272727, 'topic_correct': 0, 'topic_total': 1, 'prior': 0.3, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}, {'candidate_id': 'B0', 'answer': '9', 'normalized_answer': '9', 'score': 0.18181818181818182, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.18181818181818182, 'topic_correct': 0, 'topic_total': 1, 'prior': 0.2, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}]}"
qwen3_8b__llama31_8b__7,qwen3_8b__llama31_8b,7,counting_&_probability,single_A,1977,32.34932804107666,20.1257447,221,1.8623952,A0,7,7,100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,True,False,False,True,
qwen3_8b__llama31_8b__7,qwen3_8b__llama31_8b,7,counting_&_probability,single_B,1977,32.34932804107666,20.1257447,246,3.9448775,B0,8,8,100.0,True,qwen3_8b__llama31_8b__B,llama3.1:8b,independent,True,False,True,False,False,True,True,
qwen3_8b__llama31_8b__7,qwen3_8b__llama31_8b,7,counting_&_probability,stateless_debate,1977,32.34932804107666,20.1257447,1977,20.1257447,A1,8,8,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,post_debate,True,False,True,False,False,True,True,
qwen3_8b__llama31_8b__7,qwen3_8b__llama31_8b,7,counting_&_probability,4cand_majority,1977,32.34932804107666,20.1257447,1977,20.1257447,A0,7,7,100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,True,False,False,True,
qwen3_8b__llama31_8b__7,qwen3_8b__llama31_8b,7,counting_&_probability,4cand_confidence,1977,32.34932804107666,20.1257447,1977,20.1257447,A0,7,7,100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,True,False,False,True,
qwen3_8b__llama31_8b__7,qwen3_8b__llama31_8b,7,counting_&_probability,oracle_candidate,1977,32.34932804107666,20.1257447,1977,20.1257447,B0,8,8,100.0,True,qwen3_8b__llama31_8b__B,llama3.1:8b,independent,True,False,True,False,False,True,True,
qwen3_8b__llama31_8b__7,qwen3_8b__llama31_8b,7,counting_&_probability,overall_reliability,1977,32.34932804107666,20.1257447,1977,20.1257447,A0,7,7,100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,True,False,False,True,"{'mode': 'overall', 'selected_candidate_id': 'A0', 'selected_score': 0.4, 'candidate_scores': [{'candidate_id': 'A0', 'answer': '7', 'normalized_answer': '7', 'score': 0.4, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.4, 'source': 'pair_agent_stage'}}, {'candidate_id': 'A1', 'answer': '8', 'normalized_answer': '8', 'score': 0.4, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.4, 'source': 'pair_agent_stage'}}, {'candidate_id': 'B1', 'answer': '7', 'normalized_answer': '7', 'score': 0.3, 'confidence': 80.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.3, 'source': 'pair_agent_stage'}}, {'candidate_id': 'B0', 'answer': '8', 'normalized_answer': '8', 'score': 0.2, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.2, 'source': 'pair_agent_stage'}}]}"
qwen3_8b__llama31_8b__7,qwen3_8b__llama31_8b,7,counting_&_probability,agent_topic_reliability,1977,32.34932804107666,20.1257447,1977,20.1257447,A1,8,8,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,post_debate,True,False,True,False,False,True,True,"{'mode': 'agent_topic', 'selected_candidate_id': 'A1', 'selected_score': 0.45454545454545453, 'candidate_scores': [{'candidate_id': 'A1', 'answer': '8', 'normalized_answer': '8', 'score': 0.45454545454545453, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.45454545454545453, 'topic_correct': 1, 'topic_total': 1, 'prior': 0.4}}, {'candidate_id': 'A0', 'answer': '7', 'normalized_answer': '7', 'score': 0.36363636363636365, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.36363636363636365, 'topic_correct': 0, 'topic_total': 1, 'prior': 0.4}}, {'candidate_id': 'B0', 'answer': '8', 'normalized_answer': '8', 'score': 0.2727272727272727, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.2727272727272727, 'topic_correct': 1, 'topic_total': 1, 'prior': 0.2}}, {'candidate_id': 'B1', 'answer': '7', 'normalized_answer': '7', 'score': 0.2727272727272727, 'confidence': 80.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.2727272727272727, 'topic_correct': 0, 'topic_total': 1, 'prior': 0.3}}]}"
qwen3_8b__llama31_8b__7,qwen3_8b__llama31_8b,7,counting_&_probability,pac_math_pair_topic_stage,1977,32.34932804107666,20.1257447,1977,20.1257447,A1,8,8,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,post_debate,True,False,True,False,False,True,True,"{'mode': 'pair_topic_stage', 'selected_candidate_id': 'A1', 'selected_score': 0.45454545454545453, 'candidate_scores': [{'candidate_id': 'A1', 'answer': '8', 'normalized_answer': '8', 'score': 0.45454545454545453, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.45454545454545453, 'topic_correct': 1, 'topic_total': 1, 'prior': 0.4, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}, {'candidate_id': 'A0', 'answer': '7', 'normalized_answer': '7', 'score': 0.36363636363636365, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.36363636363636365, 'topic_correct': 0, 'topic_total': 1, 'prior': 0.4, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}, {'candidate_id': 'B0', 'answer': '8', 'normalized_answer': '8', 'score': 0.2727272727272727, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.2727272727272727, 'topic_correct': 1, 'topic_total': 1, 'prior': 0.2, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}, {'candidate_id': 'B1', 'answer': '7', 'normalized_answer': '7', 'score': 0.2727272727272727, 'confidence': 80.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.2727272727272727, 'topic_correct': 0, 'topic_total': 1, 'prior': 0.3, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}]}"
